date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
2011-02-24,SWG,NA,NA,NA,26.5,6,12,6,2,24.5,3.5,,,,,,,,,
2011-02-24,EUROMEDIA,NA,NA,NA,30.2,6.1,12,6.5,1.4,25.9,1.4,,,,,,,,,
2011-02-28,EMG,NA,NA,NA,30.1,5.9,10.9,6.3,1.2,25.9,1.8,,,,,,,,,
2011-02-28,Digis,NA,NA,NA,27.8,6,11.8,6.5,1.8,24.5,2,,,,,,,,,
2011-03-01,IPSOS,NA,NA,NA,29.2,6.3,10.8,6,1,27.1,2.7,,,,,,,,,
2011-03-01,CRESPI,NA,NA,NA,27,5.2,10,6.8,2,24.4,1.8,,,,,,,,,
2011-03-03,FULLRESEARCH,NA,NA,NA,27.8,5.5,10,6.4,1.5,26.3,2,,,,,,,,,
2011-03-03,CFI,NA,NA,NA,30.9,5.6,9.3,6.6,,29.8,1.6,,,,,,,,,
2011-03-07,EMG,NA,NA,NA,29.2,5.4,11.1,6.7,1.2,25.3,1.7,,,,,,,,,
2011-03-11,IPR,NA,NA,NA,29,5,11.5,7,1,26.5,2,,,,,,,,,
2011-03-11,FULLRESEARCH,NA,NA,NA,27,5.7,10,6.6,1.6,26,2,,,,,,,,,
2011-03-12,TECNE,NA,NA,NA,31,6.5,10.5,6,1.5,26.5,,,,,,,,,,
2011-03-14,EMG,NA,NA,NA,28.9,5.1,11.1,7,1.3,25.1,1.7,,,,,,,,,
2011-03-15,Digis,NA,NA,NA,27.6,5.9,11.5,6.5,1.5,24.4,2,,,,,,,,,
2011-03-17,IPR,NA,NA,NA,29,5,11.5,7,,26.5,2,,,,,,,,,
2011-03-21,EMG,NA,NA,NA,29,5.4,10.8,7,1.6,24.9,1.7,,,,,,,,,
2011-03-22,Demopolis,NA,NA,NA,28.5,5.5,10.8,6.5,1.2,26,1.9,,,,,,,,,
2011-03-23,PIEPOLI,NA,NA,NA,30.5,5,10,6.5,1.5,26,3,,,,,,,,,
2011-03-23,LORIEN,NA,NA,NA,28.5,6.6,11.9,7.2,0.4,25.2,3.2,,,,,,,,,
2011-03-28,EMG,NA,NA,NA,29.1,4.8,11.4,7.1,1.5,25.4,2,,,,,,,,,
2011-03-29,IPSOS,NA,NA,NA,28.8,5.6,10.4,5.7,1,27.4,2.1,,,,,,,,,
2011-03-29,Digis,NA,NA,NA,27.9,5.8,11.1,6.6,1.6,25,2,,,,,,,,,
2011-04-02,PIEPOLI,NA,NA,NA,30,5,10,6.5,,26,4,,,,,,,,,
2011-04-04,EMG,NA,NA,NA,29.4,4.5,11.5,6.9,1.6,25.6,1.8,,,,,,,,,
2011-04-06,IPSOS,NA,NA,NA,28.6,5.8,10.7,5.6,1.1,26.8,2.6,,,,,,,,,
2011-04-07,CRESPI,NA,NA,NA,27.5,5,10,7,1.8,25,1.5,,,,,,,,,
2011-04-08,"MARKETING M.",NA,NA,NA,28,6.5,10,5.5,1,29.5,1,,,,,,,,,
2011-04-11,TECNE,NA,NA,NA,29.5,6.5,11,6,1.5,26,1.5,,,,,,,,,
2011-04-11,LORIEN,NA,NA,NA,27.9,7.3,12.5,7,0.8,24.6,4,,,,,,,,,
2011-04-11,EMG,NA,NA,NA,29.1,4.3,11.1,6.6,1.7,26.2,1.7,,,,,,,,,
2011-04-13,SWG,NA,NA,NA,26,5,12.5,4.5,2,25,5,,,,,,,,,
2011-04-13,IPR,NA,NA,NA,28,4.5,11,6.7,2,27,2,,,,,,,,,
2011-04-16,LORIEN,NA,NA,NA,27.9,7.3,12.5,7,0.8,24.6,4,,,,,,,,,
2011-04-18,EMG,NA,NA,NA,28.6,4.1,10.9,6.8,2,26.2,1.8,,,,,,,,,
2011-04-19,IPSOS,NA,NA,NA,29.3,5.7,10.5,5.6,1.2,27.5,2.5,,,,,,,,,
2011-04-19,IPR,NA,NA,NA,28,4.3,11,6.8,2,27,2,,,,,,,,,
2011-04-22,PIEPOLI,NA,NA,NA,32,4.5,9.5,6,1.5,26.5,3,,,,,,,,,
2011-04-22,EMG,NA,NA,NA,29,4.8,11.1,7,1.9,25.8,2,,,,,,,,,
2011-04-29,EMG,NA,NA,NA,28.5,5,11.2,6.9,1.6,26.4,2.3,,,,,,,,,
2011-04-29,Demopolis,NA,NA,NA,28,5.2,11.4,7,1.5,27,2,,,,,,,,,
2011-04-29,CRESPI,NA,NA,NA,28,5,10,6.8,1.8,25.8,1.5,,,,,,,,,
2011-04-29,CISE,NA,NA,NA,28.6,6.5,10.4,6.8,,27.8,,,,,,,,,,
2011-05-09,LORIEN,NA,NA,NA,27,7.1,12.7,6.8,1.2,25.7,4.7,,,,,,,,,
2011-05-18,IPSOS,NA,NA,NA,27.9,5.9,11.3,5.4,1.1,27.6,3.5,,,,,,,,,
2011-06-01,EMG,NA,NA,NA,28.1,5,10.8,6.2,1.5,26.2,3,,,,,,,,,
2011-06-02,PIEPOLI,NA,NA,NA,29.5,4.5,10.5,5,2.5,28.5,2.5,,,,,,,,,
2011-06-03,LORIEN,NA,NA,NA,26,7.4,11,6.8,1.7,26.2,4,,,,,,,,,
2011-06-04,IPR,NA,NA,NA,28,4.5,10,7,1.5,27.5,2.5,,,,,,,,,
2011-06-06,CRESPI,NA,NA,NA,27,5.3,10,6.5,1.7,26,2.5,,,,,,,,,
2011-06-14,EMG,NA,NA,NA,28.7,4.8,10.2,6,1.4,28.1,2.8,,,,,,,,,
2011-06-15,IPSOS,NA,NA,NA,27.1,6.4,10.2,5.2,,29.8,4,,,,,,,,,
2011-06-15,IPR,NA,NA,NA,27.5,4.5,9.5,7,2,27.5,2.5,,,,,,,,,
2011-06-16,PIEPOLI,NA,NA,NA,29,4.5,9.5,5.5,3,29,2.5,,,,,,,,,
2011-06-20,EMG,NA,NA,NA,28.4,5.5,10,6,1.6,28.6,2.6,,,,,,,,,
2011-06-21,IPSOS,NA,NA,NA,27.4,6.5,10.5,5.1,,29.9,3.8,,,,,,,,,
2011-06-22,TECNE,NA,NA,NA,27.5,6,10.5,5.5,1,28.5,3.5,,,,,,,,,
2011-06-22,LORIEN,NA,NA,NA,26.5,7.6,10.5,6.2,0.7,27.5,3.8,,,,,,,,,
2011-06-24,IPR,NA,NA,NA,27.5,5,9.5,7,2,28.5,2.5,,,,,,,,,
2011-06-27,EMG,NA,NA,NA,28.9,6,9.9,6.1,1.6,28.2,2.5,,,,,,,,,
2011-06-27,DEMOS,NA,NA,NA,26.4,7.8,10.8,6.7,,29.7,4,,,,,,,,,
2011-06-30,Digis,NA,NA,NA,27,6,10.3,5.3,1.4,28.9,2.7,,,,,,,,,
2011-06-30,CRESPI,NA,NA,NA,26.5,6,9,7,1.7,26.8,2.1,,,,,,,,,
2011-07-04,EMG,NA,NA,NA,29,6.4,10.7,6.3,1.1,27.8,2.3,,,,,,,,,
2011-07-11,EMG,NA,NA,NA,28.6,6.6,10.9,6.5,1,27.5,2.3,,,,,,,,,
2011-07-14,PIEPOLI,NA,NA,NA,29,4.5,9.5,5.5,2.5,29.5,,,,,,,,,,
2011-07-18,LORIEN,NA,NA,NA,25.9,8.2,10.1,6.4,1.5,26.8,3.8,,,,,,,,,
2011-07-18,ISPO,NA,NA,NA,27.1,6.2,9.6,7,1.2,28.2,2.5,,,,,,,,,
2011-07-18,EMG,NA,NA,NA,28.1,6.3,10.3,6.6,0.9,28.4,2.1,,,,,,,,,
2011-07-21,Demopolis,NA,NA,NA,26.5,5.8,9.9,7,1.5,28,3,,,,,,,,,
2011-07-23,IPR,NA,NA,NA,27.5,5.5,9,6.5,2.5,28,3,,,,,,,,,
2011-07-25,EMG,NA,NA,NA,26.9,6.1,9.9,7.6,1.4,27.6,2.8,,,,,,,,,
2011-07-26,TECNE,NA,NA,NA,26.5,6.5,9.5,6,1.5,29.5,3.5,,,,,,,,,
2011-07-30,CRESPI,NA,NA,NA,26,6.5,9,7.1,1.7,26.5,2.1,,,,,,,,,
2011-08-08,Demopolis,NA,NA,NA,26,6.1,9.8,7,1.3,28,3.6,,,,,,,,,
2011-08-11,SWG,NA,NA,NA,24,7,9,6,1.5,25,6.5,,,,,,,,,
2011-08-27,PIEPOLI,NA,NA,NA,28,4.5,9,6,,28,,,,,,,,,,
2011-08-30,SWG,NA,NA,NA,24.5,6.5,9,6,1.5,24.5,6,,,,,,,,,
2011-08-31,EMG,NA,NA,NA,28.3,6.2,10.1,7.1,1.1,27.1,3.1,,,,,,,,,
2011-09-01,PIEPOLI,NA,NA,NA,27.5,5,10,6,,29.5,3,,,,,,,,,
2011-09-05,DEMOS,NA,NA,NA,25.5,9.2,9.8,7.4,,29.5,3.5,,,,,,,,,
2011-09-06,IPR,NA,NA,NA,26.5,7,9,7,,27.5,3.5,,,,,,,,,
2011-09-09,LORIEN,NA,NA,NA,26.9,8.8,11.8,6.9,1.2,25.4,4.2,,,,,,,,,
2011-09-12,EMG,NA,NA,NA,27.3,5.8,9.4,7,1.2,27.8,2.8,,,,,,,,,
2011-09-13,IPSOS,NA,NA,NA,26,8.3,10.7,6.8,1.3,26.6,3.7,,,,,,,,,
2011-09-13,Demopolis,NA,NA,NA,25,6.8,9.6,7.5,1.3,27.5,3.6,,,,,,,,,
2011-09-15,IPR,NA,NA,NA,26.5,7.5,9,7,,27,3.5,,,,,,,,,
2011-09-19,EMG,NA,NA,NA,27.3,5.8,9.4,7,1.2,27.8,2.8,,,,,,,,,
2011-09-19,Digis,NA,NA,NA,26.1,7.8,9.5,6.1,1.4,27.2,3.5,,,,,,,,,
2011-09-22,IPSOS,NA,NA,NA,26.2,9,10.3,6.6,1.5,26.4,3.9,,,,,,,,,
2011-09-24,EMG,NA,NA,NA,26.8,6.2,9.1,7.2,1.3,27,3,,,,,,,,,
2011-09-28,LORIEN,NA,NA,NA,26.6,8.3,11.4,7.3,1.4,26.1,4.7,,,,,,,,,
2011-09-30,TECNE,NA,NA,NA,24.5,7,8.5,6.5,1.5,28,4,,,,,,,,,
2011-10-04,ISPO,NA,NA,NA,26.2,7.3,9.4,7.4,1.5,28,2.8,,,,,,,,,
2011-10-04,IPR,NA,NA,NA,26,6.5,8,7.5,,28,3.5,,,,,,,,,
2011-10-05,EMG,NA,NA,NA,26.3,6.7,8.9,7.2,1.4,27.1,3.1,,,,,,,,,
2011-10-06,IPSOS,NA,NA,NA,26,8.6,10.2,6.5,1.4,26.7,4,,,,,,,,,
2011-10-10,CRESPI,NA,NA,NA,25,8,8.3,8,1.5,26,3,,,,,,,,,
2011-10-11,EMG,NA,NA,NA,26.6,6.5,8.7,6.8,1.5,26.6,3.3,,,,,,,,,
2011-10-13,IPSOS,NA,NA,NA,26.4,8.8,9.7,6.4,1.2,26.9,3.8,,,,,,,,,
2011-10-18,IBS,NA,NA,NA,26.8,6.1,8.1,6.5,1.4,26.9,3.8,,,,,,,,,
2011-10-18,EMG,NA,NA,NA,27,6.3,9,6.4,1.4,26.1,3.6,,,,,,,,,
2011-10-18,Digis,NA,NA,NA,25.7,8,9.5,6.2,1.3,26.8,3.3,,,,,,,,,
2011-10-20,IPSOS,NA,NA,NA,25.7,8.9,9.6,6.8,1.3,27,4,,,,,,,,,
2011-10-24,DEMOS,NA,NA,NA,26.1,8.2,8.8,7.5,,28.1,4.3,,,,,,,,,
2011-10-25,EMG,NA,NA,NA,26.2,6.7,9,6.9,1.5,26.8,3.1,,,,,,,,,
2011-10-26,ISPO,NA,NA,NA,26.4,6.8,8.7,6.9,1.5,25.9,3.4,,,,,,,,,
2011-10-26,EUROMEDIA,NA,NA,NA,26.5,6.5,8.3,7.1,1.5,27.2,3.8,,,,,,,,,
2011-10-27,IPSOS,NA,NA,NA,25.5,9,9.4,6.9,1.2,26.6,4,,,,,,,,,
2011-10-28,IPR,NA,NA,NA,25.3,7,7.7,7,,28,3.5,,,,,,,,,
2011-10-29,CRESPI,NA,NA,NA,25.2,7,8.4,7.3,1.3,26.2,2.5,,,,,,,,,
2011-10-31,TECNE,NA,NA,NA,25,7,8.5,6.5,1,27.5,4.5,,,,,,,,,
2011-10-31,SWG,NA,NA,NA,24.5,6.5,8.5,6.5,2,26,5.5,,,,,,,,,
2011-11-02,PIEPOLI,NA,NA,NA,26.5,6.5,8,7,,27,3.5,,,,,,,,,
2011-11-02,LORIEN,NA,NA,NA,25.8,8.6,11,7.4,1.5,26.1,4,,,,,,,,,
2011-11-02,ISPO,NA,NA,NA,26.4,6.8,8.7,6.9,1.5,25.9,3.4,,,,,,,,,
2011-11-02,EMG,NA,NA,NA,26,6.8,8.9,7,1.5,26.4,3.2,,,,,,,,,
2011-11-08,EMG,NA,NA,NA,25.6,7,8.9,7.1,1.5,26.6,3.4,,,,,,,,,
2011-11-08,Digis,NA,NA,NA,25.1,7.4,8.9,7,1.2,26.4,4,,,,,,,,,
2011-11-09,SWG,NA,NA,NA,25.5,6,9,7,1.5,26.5,5.5,,,,,,,,,
2011-11-09,IPSOS,NA,NA,NA,25.3,8.7,9.2,7.1,1.4,26.7,4.2,,,,,,,,,
2011-11-10,ISPO,NA,NA,NA,25.8,6.7,8.1,6.8,1.5,26.8,3.4,,,,,,,,,
2011-11-13,TP,NA,NA,NA,24.6,6.1,7.4,10.4,1.4,29.3,4,,,,,,,,,
2011-11-14,IPSOS,NA,NA,NA,24.9,7.8,8.8,7,1.6,26.8,3.9,,,,,,,,,
2011-11-15,EMG,NA,NA,NA,25.2,6.6,8.7,7.3,1.7,26.8,3.6,,,,,,,,,
2011-11-17,EUROMEDIA,NA,NA,NA,25.9,8.1,8.4,7.4,1.2,27.2,4,,,,,,,,,
2011-11-21,DEMOS,NA,NA,NA,24.2,8,7.7,10.4,,29.4,4.6,,,,,,,,,
2011-11-22,EMG,NA,NA,NA,25.6,6.4,8.8,7.4,1.4,27.5,3.6,,,,,,,,,
2011-11-24,IPSOS,NA,NA,NA,24.8,7.7,8.3,6.8,1.2,28.8,4,,,,,,,,,
2011-11-24,IPR,NA,NA,NA,25,6.5,7.5,7,,28,4,,,,,,,,,
2011-11-24,Demopolis,NA,NA,NA,24,7.8,8,8.2,1.3,29,3.5,,,,,,,,,
2011-11-29,EMG,NA,NA,NA,24.9,6.7,9.2,7.1,1.3,28.4,3.6,,,,,,,,,
2011-11-30,TECNE,NA,NA,NA,24.5,7.5,7.5,7,1,28,4.5,,,,,,,,,
2011-12-01,LORIEN,NA,NA,NA,27,7.6,10.3,7.6,0.9,25.9,4,,,,,,,,,
2011-12-01,IPSOS,NA,NA,NA,24.3,7.5,8.6,7,1.4,28.6,4.2,,,,,,,,,
2011-12-06,EMG,NA,NA,NA,25.4,6.2,9.4,6.9,1.1,28.8,3.3,,,,,,,,,
2011-12-13,EMG,NA,NA,NA,24.7,6,9.2,7.3,1.3,29.4,3.4,,,,,,,,,
2011-12-14,CRESPI,NA,NA,NA,26,6.5,8,7.7,1.5,27.6,2.8,,,,,,,,,
2011-12-15,SWG,NA,NA,NA,26,6,9.5,7,1,26,5.5,,,,,,,,,
2011-12-16,ISPO,NA,NA,NA,25.8,7,8.6,6.8,1.6,28.5,3.9,,,,,,,,,
2011-12-16,EUROMEDIA,NA,NA,NA,25.5,7.4,10,8,1.6,27.9,3.8,,,,,,,,,
2011-12-19,TECNE,NA,NA,NA,25.5,8,7,6.5,1,28.5,4.5,,,,,,,,,
2011-12-19,SWG,NA,NA,NA,24,5.5,11,6.5,1,25,7,,,,,,,,,
2011-12-19,ISPO,NA,NA,NA,25.8,7,8.6,6.8,1.6,28.5,3.9,,,,,,,,,
2011-12-19,IPR,NA,NA,NA,25,7,7.7,6.5,,28,3.5,,,,,,,,,
2011-12-20,LORIEN,NA,NA,NA,27.6,6.3,10.6,7.5,,26.9,5.1,,,,,,,,,
2011-12-20,EMG,NA,NA,NA,24.2,5.8,9,7.2,1.7,28.2,4.1,,,,,,,,,
2011-12-22,IPSOS,NA,NA,NA,24,8.3,8.8,7.5,,29.6,4.4,,,,,,,,,
2011-12-23,CISE,NA,NA,NA,23.3,7.1,12.2,6.6,,31.9,4.6,,,,,,,,,
2012-01-09,IPSOS,NA,NA,NA,23,8,9.8,7.5,0.8,29.5,4.3,,,,,,,,,
2012-01-13,SWG,NA,NA,NA,23.5,6.5,10,7,1,25.5,7.5,,,,,,,,,
2012-01-16,TECNE,NA,NA,NA,24.5,8.5,6,7.5,1.5,28,5,,,,,,,,,
2012-01-17,EMG,NA,NA,NA,22.9,6.6,10.2,7.4,2.1,28,3.6,,,,,,,,,
2012-01-18,IPSOS,NA,NA,NA,22.5,8.3,9.7,7.8,0.9,28.8,4.1,,,,,,,,,
2012-01-23,SWG,NA,NA,NA,23.5,6.5,10,7,1,25.5,7.5,,,,,,,,,
2012-01-24,ISPO,NA,NA,NA,24.2,7.5,8.5,7.4,1.7,28.3,3.6,,,,,,,,,
2012-01-25,LORIEN,NA,NA,NA,24.7,7.4,9.4,7.9,0.8,28.1,4.3,,,,,,,,,
2012-01-26,IPSOS,NA,NA,NA,22.2,8.5,10.3,8,1,28.4,4.6,,,,,,,,,
2012-02-01,IPSOS,NA,NA,NA,22.5,8.8,10.2,7.8,1.1,28.1,4.7,,,,,,,,,
2012-02-01,CRESPI,NA,NA,NA,22,6.5,10.5,7.5,1.8,27.5,4.1,,,,,,,,,
2012-02-07,EMG,NA,NA,NA,22.8,6.3,9.9,8.1,1.8,29,4,,,,,,,,,
2012-02-08,LORIEN,NA,NA,NA,26,7.2,9.2,8,0.5,28.6,4.7,,,,,,,,,
2012-02-08,IPSOS,NA,NA,NA,22.2,8.5,10.2,7.8,1.2,28,4.8,,,,,,,,,
2012-02-14,EMG,NA,NA,NA,23.5,6.5,10.4,7.9,1.4,27.6,4.4,,,,,,,,,
2012-02-16,IPSOS,NA,NA,NA,22.5,8.3,10.1,7.7,1.3,27.1,5.2,,,,,,,,,
2012-02-20,LORIEN,NA,NA,NA,25.5,8.1,10.4,7.7,0.5,27.8,3.4,,,,,,,,,
2012-02-21,TECNE,NA,NA,NA,23,8.5,6.5,7.5,1.5,27,5,,,,,,,,,
2012-02-21,EMG,NA,NA,NA,22.4,7.3,11.1,7.6,1.3,26.4,4.2,,,,,,,,,
2012-02-21,Digis,NA,NA,NA,22.5,7.5,10.1,7.6,1.1,27.9,4.7,,,,,,,,,
2012-02-22,IPSOS,NA,NA,NA,22.1,8.7,10.2,8,1,27.5,4.9,,,,,,,,,
2012-02-23,PIEPOLI,NA,NA,NA,24,4,9.5,9,,29.5,3,,,,,,,,,
2012-02-28,EMG,NA,NA,NA,23.4,7.3,10.6,7.7,1.1,26.1,4.6,,,,,,,,,
2012-02-28,Demopolis,NA,NA,NA,21,9,10.2,8,1.3,27,4.5,,,,,,,,,
2012-03-01,IPSOS,NA,NA,NA,22,8.4,9.9,8.3,1.2,27.3,4.5,,,,,,,,,
2012-03-01,Demopolis,NA,NA,NA,21,9,10.2,8,1.3,27,4.5,,,,,,,,,
2012-03-06,EMG,NA,NA,NA,23.7,6.9,9.9,7.6,1.2,25.9,4.7,,,,,,,,,
2012-03-07,IPSOS,NA,NA,NA,22,8.6,10.2,8.1,1.1,27.4,4.3,,,,,,,,,
2012-03-07,IPR,NA,NA,NA,22,7,9.5,8,1,28,5,,,,,,,,,
2012-03-07,Digis,NA,NA,NA,21.5,8.2,10.1,8.1,1.1,27,4.5,,,,,,,,,
2012-03-13,ISPO,NA,NA,NA,22.1,8.1,9.3,8.4,1,27.4,4,,,,,,,,,
2012-03-13,EMG,NA,NA,NA,23.7,7.1,8.8,7.3,1.4,25.6,4.9,,,,,,,,,
2012-03-14,EUROMEDIA,NA,NA,NA,23.7,7.1,10.5,7.5,2,26.3,4.3,,,,,,,,,
2012-03-15,IPSOS,NA,NA,NA,22.2,8.4,9.8,8.4,1.1,27.5,4.5,,,,,,,,,
2012-03-15,Digis,NA,NA,NA,21.9,8.1,10,8,1.1,26.9,4.4,,,,,,,,,
2012-03-19,SWG,NA,NA,NA,23.5,5.5,8.5,6.5,2,26,7,,,,,,,,,
2012-03-20,IBS,NA,NA,NA,24,7.1,10,7,1.4,25.5,5.5,,,,,,,,,
2012-03-20,EMG,NA,NA,NA,23.6,7.7,8.4,7,1.3,26,4.4,,,,,,,,,
2012-03-22,SWG,NA,NA,NA,23.5,5.5,9,6.5,2,26,7,,,,,,,,,
2012-03-22,IPSOS,NA,NA,NA,22.1,8.5,10,8.2,1.2,27.7,4.4,,,,,,,,,
2012-03-22,EUROMEDIA,NA,NA,NA,23.7,6.2,9,8.5,2,26.6,4.5,,,,,,,,,
2012-03-23,ISPO,NA,NA,NA,25.8,6.7,8.1,6.8,1.5,26.8,3.4,,,,,,,,,
2012-03-28,IPSOS,NA,NA,NA,21.8,9,9.7,7.7,1.1,27,4.7,,,,,,,,,
2012-03-30,IPR,NA,NA,NA,22,7,9.5,8.5,1,27.5,5,,,,,,,,,
2012-04-02,LORIEN,NA,NA,NA,25.1,8.2,8.7,7.9,1,27.6,3.4,,,,,,,,,
2012-04-03,EMG,NA,NA,NA,22.7,8.4,8.2,7.5,1.7,27.2,4,,,,,,,,,
2012-04-05,SWG,NA,NA,NA,25,5.8,6.1,6,1.8,26.9,7.6,,,,,,,,,
2012-04-05,ISPO,NA,NA,NA,21.6,8.6,7.9,7.5,1.9,29,3.8,,,,,,,,,
2012-04-05,IPR,NA,NA,NA,22,7,9,8.5,1,27,5,,,,,,,,,
2012-04-05,EUROMEDIA,NA,NA,NA,23.8,7.6,9.7,8.1,1.8,26.4,4.1,,,,,,,,,
2012-04-06,SWG,NA,NA,NA,24.7,6.2,7.9,6.2,1.8,26,7.4,,,,,,,,,
2012-04-10,EMG,NA,NA,NA,22,8,7,8.3,2,28.9,4.1,,,,,,,,,
2012-04-11,IPSOS,NA,NA,NA,22.2,9.4,6.5,8,2.2,26.2,5.2,,,,,,,,,
2012-04-14,DATAMONITOR,NA,NA,NA,24.2,7.2,6.5,6.8,2,24.9,6.8,,,,,,,,,
2012-04-16,SWG,NA,NA,NA,24.9,6.5,7.1,6.3,1.6,25.2,7.2,,,,,,,,,
2012-04-17,TECNE,NA,NA,NA,23,8.5,4,8,2.5,26,6,,,,,,,,,
2012-04-17,EMG,NA,NA,NA,21.4,8.1,6.6,9,2,30.1,4.4,,,,,,,,,
2012-04-17,Digis,NA,NA,NA,21.9,8.5,7,8,1.4,26.9,5,,,,,,,,,
2012-04-18,SPINCON,NA,NA,NA,22.9,6.7,8.2,6.9,2.5,25.3,5.8,,,,,,,,,
2012-04-18,IPSOS,NA,NA,NA,20.8,9.3,7.2,8.2,1.3,26,7.5,,,,,,,,,
2012-04-18,IPR,NA,NA,NA,23,7.5,6,8.5,1,28.5,5.5,,,,,,,,,
2012-04-20,SWG,NA,NA,NA,25.3,6.2,6.9,6.1,1.7,26.2,7.3,,,,,,,,,
2012-04-20,Demopolis,NA,NA,NA,23,8.8,7,8.3,,26,7.5,,,,,,,,,
2012-04-23,LORIEN,NA,NA,NA,23.8,9,7.8,7.6,1.7,26.6,4.2,,,,,,,,,
2012-04-24,EMG,NA,NA,NA,21.9,7.5,6.7,9.1,2.1,29.7,4.6,,,,,,,,,
2012-04-26,SPINCON,NA,NA,NA,21.6,4.9,7.6,6.3,3.6,25.7,7.3,,,,,,,,,
2012-04-26,IPR,NA,NA,NA,22.5,7.5,5.5,8.5,1,28,6,,,,,,,,,
2012-05-02,EMG,NA,NA,NA,23.1,6.7,5.7,8.7,2.3,29.2,5.4,,,,,,,,,
2012-05-04,SWG,NA,NA,NA,25,5.8,6.1,6,1.8,26.9,7.6,,,,,,,,,
2012-05-08,EMG,NA,NA,NA,23.2,6,5.8,8.9,2.4,27.7,6,,,,,,,,,
2012-05-09,IPSOS,NA,NA,NA,19.5,8.6,5.2,7.5,1.4,25.6,15.1,,,,,,,,,
2012-05-10,SPINCON,NA,NA,NA,20.3,4.1,8,5.5,4,25.6,12.1,,,,,,,,,
2012-05-11,SWG,NA,NA,NA,19.9,5.3,5.1,5.9,3.5,24.9,11.5,,,,,,,,,
2012-05-14,Digis,NA,NA,NA,20.1,7.8,5.5,7.9,1.5,26.1,9.2,,,,,,,,,
2012-05-16,IPSOS,NA,NA,NA,19,7.9,5,7.8,1.6,25.2,16.5,,,,,,,,,
2012-05-18,SWG,NA,NA,NA,17.9,6.1,6.2,6.2,2.5,24,13.7,,,,,,,,,
2012-05-18,SPINCON,NA,NA,NA,18.8,3.9,6.7,5.8,4.3,26.1,13.7,,,,,,,,,
2012-05-21,DATAMONITOR,NA,NA,NA,20,5.7,4.2,6.1,3,23.9,14.8,,,,,,,,,
2012-05-22,EMG,NA,NA,NA,20.3,5.7,4.8,8.2,2.7,25.4,12.2,,,,,,,,,
2012-05-23,IPSOS,NA,NA,NA,17.2,7.8,4.6,7.3,1.2,26.7,18.5,,,,,,,,,
2012-05-24,SPINCON,NA,NA,NA,19.1,3.8,6.7,5.8,3.9,26.4,15.6,,,,,,,,,
2012-05-25,IPR,NA,NA,NA,19,5.5,5,5,2,27,16,,,,,,,,,
2012-05-28,SWG,NA,NA,NA,16,5.5,5.7,5.9,3.5,24,17,,,,,,,,,
2012-05-28,LORIEN,NA,NA,NA,19.6,8.1,5.5,7.2,2,25,15.3,,,,,,,,,
2012-05-29,TECNE,NA,NA,NA,18.5,8,3.5,8,2.5,24.5,8,,,,,,,,,
2012-05-29,EMG,NA,NA,NA,18.8,6,5.2,7.7,2.9,24.8,14.1,,,,,,,,,
2012-05-30,ISPO,NA,NA,NA,18.7,6.9,5.7,7.7,2,25.8,17.8,,,,,,,,,
2012-05-30,IPSOS,NA,NA,NA,16.8,7.3,4.5,7.1,1.4,25.6,19.8,,,,,,,,,
2012-05-31,SPINCON,NA,NA,NA,18.6,4.4,6.8,5.6,4.4,25.5,14.8,,,,,,,,,
2012-06-03,Demopolis,NA,NA,NA,17,7.8,4.7,8,1.8,25,16,,,,,,,,,
2012-06-04,SWG,NA,NA,NA,16,5.5,5.7,5.9,3.5,24,17,,,,,,,,,
2012-06-04,DEMOS,NA,NA,NA,17.4,8.4,4.6,7.2,,27.5,16.5,,,,,,,,,
2012-06-05,EMG,NA,NA,NA,18.1,6.2,4.9,6.9,2.5,25,18.1,,,,,,,,,
2012-06-06,IPSOS,NA,NA,NA,17.2,7.8,4.8,6.8,1.3,25,20,,,,,,,,,
2012-06-08,SWG,NA,NA,NA,15.4,6.1,4.9,6.7,3.1,23.2,20.2,,,,,,,,,
2012-06-09,DATAMONITOR,NA,NA,NA,19,6.2,4,5.5,2.4,24.2,16.4,,,,,,,,,
2012-06-11,SPINCON,NA,NA,NA,17.3,4.4,7.7,5.5,4.2,26.7,14.1,,,,,,,,,
2012-06-12,EMG,NA,NA,NA,18.3,6.5,5,6.5,2.1,24.7,19.1,,,,,,,,,
2012-06-12,Digis,NA,NA,NA,16.1,7,5,6.9,1.8,24.5,18.4,,,,,,,,,
2012-06-13,IPSOS,NA,NA,NA,17.6,7.2,4.3,6.5,1.4,25.2,20.6,,,,,,,,,
2012-06-14,SPINCON,NA,NA,NA,18.2,4.4,5.9,5.5,4.1,25.6,17,,,,,,,,,
2012-06-18,SWG,NA,NA,NA,15,5.5,5.3,5.7,3,24,21,,,,,,,,,
2012-06-18,IPSOS,NA,NA,NA,17,7.3,4,6.4,1.5,25.5,20.9,,,,,,,,,
2012-06-18,IPR,NA,NA,NA,16.5,6,4.5,7,2,26.5,19,,,,,,,,,
2012-06-19,EMG,NA,NA,NA,18.2,6.8,4.6,6.7,1.9,25.1,19.3,,,,,,,,,
2012-06-22,SWG,NA,NA,NA,16.7,5.8,4.7,6,2.5,24.3,20,,,,,,,,,
2012-06-25,TECNE,NA,NA,NA,17.5,8,3,8,2.5,24.5,11.5,,,,,,,,,
